Review,Sentiment,Score
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
This product has an error,Neutral,0
Good product and great support,Positive,2
Bad packaging but amazing performance,Neutral,0
This product is amazing,Positive,1
The service was terrible,Negative,-1
I love this phone,Positive,1
This is the worst experience,Negative,-1
The product quality is excellent,Positive,1
